Name,공지업무채널_슬랙미발송,파츠명,판매상태,담당자,판매상태 변경사유,적용 굿즈명,Goods code,변경일,end time,변경일(인터페이스용),end time(인터페이스용),parts_RECORD_ID (from 파츠명),newest record,판매상태 변경,Autonumber,담당자 이름,파츠 이름,확인 요청 사항,재고소유구분 (from sync_parts),품절 성격,품절 사유,파츠 유형 (from 파츠명),굿즈품절여부
SSU001916,,PT4882-시그니처다이어리(2합)_블랙,일시품절,김하은,재고 소진으로 일시 품절 처리합니다.,시그니처 다이어리,SGND,2025.12.10 11:03오전,2026.1.6 4:37오후,2025.12.10,2026.1.5,recSmAuq9mBaXOOU9,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recSmAuq9mBaXOOU9,1916,김하은,PT4882-시그니처다이어리(2합)_블랙,,신시어리,,,Product Parts,
SSU001917,,PT0832-레더스킨다이어리_그레이,품절예정,김하은,"레더스킨(그레이) 잔여 재고가 약 300개 남아 있어 소진 시 품절 예정이며, 재입고 일정 미정입니다. (재고 생산 우선순위가 낮은 제품이라 빠른 시일 내 재입고는 어려울 것 같습니다!)",레더스킨 다이어리,LSKD,2025.12.10 3:28오후,2025.12.11 11:12오전,2025.12.10,2025.12.10,rec0qhXEO8UTVYp27,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=rec0qhXEO8UTVYp27,1917,김하은,PT0832-레더스킨다이어리_그레이,,신시어리,,,Product Parts,
SSU001919,,PT0833-레더스킨다이어리_블랙,일시품절,김하은,재고 소진 완료,레더스킨 다이어리,LSKD,2025.12.10 4:27오후,2026.1.6 4:36오후,2025.12.10,2026.1.5,recUFmvu3f10hWB6R,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recUFmvu3f10hWB6R,1919,김하은,PT0833-레더스킨다이어리_블랙,,신시어리,,,Product Parts,
SSU001920,,PT0832-레더스킨다이어리_그레이,일시품절,김하은,재고 소진 완료,레더스킨 다이어리,LSKD,2025.12.11 11:12오전,2026.1.6 4:30오후,2025.12.11,2026.1.5,rec0qhXEO8UTVYp27,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=rec0qhXEO8UTVYp27,1920,김하은,PT0832-레더스킨다이어리_그레이,,신시어리,,,Product Parts,
SSU001921,,PT1800-샤쉐향(화이트타임/구화이트티앤타임),일시품절,김하은,재고 소진 (재입고 12월 말~1월 초 예정),"페이퍼 샤쉐, 프리미엄 린넨샤쉐","PSCH, LSCH",2025.12.11 3:50오후,2026.1.2 9:54오전,2025.12.11,2026.1.1,reclcMHTVrO7WI07M,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=reclcMHTVrO7WI07M,1921,김하은,PT1800-샤쉐향(화이트타임/구화이트티앤타임),,신시어리,,,Product Parts,
SSU001922,,PT3149-미니멀스텐머그,판매가능,육승미,"12/18 협력사 재고 10,000개 입고 예정으로 판매 재개합니다",미니멀 스텐머그,MSTM,2025.12.11 6:03오후,,2025.12.11,2026.9.3,recuJFvJpuolxcxCG,recuJFvJpuolxcxCG,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recuJFvJpuolxcxCG,1922,육승미,PT3149-미니멀스텐머그,,협력사,,,Product Parts,
SSU001923,,PT1618-클래시차량용방향제_로즈골드,일시품절,육승미,협력사 재고 수급 이슈로 인한 일시 품절입니다.,클래시 차량용 방향제,CCAF,2025.12.12 4:28오후,2026.1.13 11:18오전,2025.12.12,2026.1.12,rec6WphOla5yTr00W,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=rec6WphOla5yTr00W,1923,육승미,PT1618-클래시차량용방향제_로즈골드,,협력사,,,Product Parts,
SSU001924,,PT1617-클래시차량용방향제_블랙,일시품절,육승미,협력사 재고 수급 이슈로 인한 일시품절입니다.,클래시 차량용 방향제,CCAF,2025.12.12 4:29오후,2026.1.13 11:08오전,2025.12.12,2026.1.12,recZWKAHnfXpflW7B,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recZWKAHnfXpflW7B,1924,육승미,PT1617-클래시차량용방향제_블랙,,신시어리,,,Product Parts,
SSU001925,,PT1239-슬로건다이어리_블랙,판매가능,이난영,슬로건 다이어리 블랙 색상 12월 19일 물류 입하 예정으로 판매 재개합니다.,슬로건 다이어리,SLGN,2025.12.15 12:19오후,2026.1.13 5:08오후,2025.12.15,2026.1.12,recwEwAaCd1CXCxD1,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recwEwAaCd1CXCxD1,1925,이난영,PT1239-슬로건다이어리_블랙,,신시어리,,,Product Parts,
SSU001926,checked,PT3086-휴대용치약(언파차차20g)_화이트,일시품절,김하은,협력사 재고 소진 (1월 중순 재입고 예정이며 그 전까지 차콜치약으로 대체),"스탠드-업 칫솔, 라운드 밤부 칫솔","STTB, RBTB",2025.12.15 2:41오후,2026.5.8 5:44오후,2025.12.15,2026.5.7,recBgB2Y0AhgyNZLJ,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recBgB2Y0AhgyNZLJ,1926,김하은,PT3086-휴대용치약(언파차차20g)_화이트,,협력사,비의도적품절,비의도적_공급부족,Product Parts,
SSU001927,,PT1753-프라우드투톤명함지갑_블랙,일시품절,김하은,1/2 재입고 예정입니다.,프라우드 투톤 명함지갑,TWTO,2025.12.15 3:49오후,2025.12.23 5:05오후,2025.12.15,2025.12.22,rec0X6iDXVBr6htf7,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=rec0X6iDXVBr6htf7,1927,김하은,PT1753-프라우드투톤명함지갑_블랙,,신시어리,,,Product Parts,
SSU001928,,PT2839-프라우드메모패드_커버_블랙,일시품절,김하은,1/2 재입고 예정입니다,프라우드 메모패드,PMPB,2025.12.15 3:49오후,2025.12.23 5:05오후,2025.12.15,2025.12.22,reciLd1QOs3R44qmB,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=reciLd1QOs3R44qmB,1928,김하은,PT2839-프라우드메모패드_커버_블랙,,신시어리,,,Product Parts,
SSU001929,,PT4330-히트업손난로보조배터리_화이트,판매가능,김민정,"판매재개 합니다.
시즌 막바지로 신시어리 재고로는 매입하지 않을 계획입니다.
건별로 협력사 재고 문의 부탁드립니다.",히트업 손난로 보조배터리,HTUS,2025.12.16 1:59오후,2026.6.9 2:46오후,2025.12.16,2026.6.8,recnvehbqsffrVMPd,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recnvehbqsffrVMPd,1929,김민정,PT4330-히트업손난로보조배터리_화이트,,협력사,,,Product Parts,
SSU001930,checked,,판매가능,김하은,최초등록,,,2025.12.17 5:33오후,2025.12.17 5:37오후,2025.12.17,2025.12.16,,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,1930,김하은,,,,,,,
SSU001931,,,의도적 품절,김민정,협력사 재고 품절 (2026다이어리 시즌 종료로 재입고 예정 없음),,,2025.12.17 5:37오후,,2025.12.17,2026.9.3,,rec108iB66eeyVqiG,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,1931,김민정,,"몰스킨 2026 다이어리 전반적인 재고 확인 필요 (블랙, 그린 판매 가능 여부)",,의도적품절,의도적_시즌종료,,
SSU001932,checked,,판매가능,김하은,최초등록,,,2025.12.17 5:38오후,,2025.12.17,2026.9.3,,recAxEp53CoYH4EY9,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,1932,김하은,,,,,,,
SSU001933,,,의도적 품절,김민정,협력사 재고 품절 (2026다이어리 시즌 종료로 재입고 예정 없음),,,2025.12.17 5:38오후,,2025.12.17,2026.9.3,,recAxEp53CoYH4EY9,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,1933,김민정,,"몰스킨 2026 다이어리 전반적인 재고 확인 필요 (블랙, 그린 판매 가능 여부)",,의도적품절,의도적_시즌종료,,
SSU001934,,PT0712-내추럴노트_커버_그레이,품절예정,김민지,"보관재고 불량 발생하여 품절예정입니다.

현재 응대중이신 프로젝트가 있다면 공유부탁드립니다.",내추럴 노트,NTRN,2025.12.19 12:08오후,2025.12.23 5:04오후,2025.12.19,2025.12.22,rec5pn661J4iRslXl,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=rec5pn661J4iRslXl,1934,김민지,PT0712-내추럴노트_커버_그레이,,신시어리,,,Product Parts,
SSU001935,,PT4710-브릭스탠드멀티충전스테이션_화이트,품절예정,김하은,현재고 약 300개로 2월 중순 중 재입고 예정이라 품절 예정으로 공지합니다.,브릭스탠드 멀티충전기,BSMC,2025.12.22 2:41오후,2025.12.26 5:11오후,2025.12.22,2025.12.25,recOEBHkwU1GJWNch,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recOEBHkwU1GJWNch,1935,김하은,PT4710-브릭스탠드멀티충전스테이션_화이트,,신시어리,,,Product Parts,
SSU001936,,PT5103-킵세이프마그넷배터리MAX(10000mAh),품절예정,김민정,"1월 말 재입고 예정이며, 
현재 100개만 가능합니다. ",킵세이프 마그넷 배터리 Max,KSBM,2025.12.23 12:14오후,2025.12.26 2:29오후,2025.12.23,2025.12.25,rec0RNlypyOiGBqen,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=rec0RNlypyOiGBqen,1936,김민정,PT5103-킵세이프마그넷배터리MAX(10000mAh),,협력사,,,Product Parts,
SSU001937,,PT1650-클립아트펜(네온)_바질,판매가능,김하은,협력사 리뉴얼 완료되어 판매 재개합니다. (유광 표면 > 매트 표면으로 리뉴얼되었습니다),클립 아트펜,CLIP,2025.12.23 4:50오후,,2025.12.23,2026.9.3,recuUbXwPawSf7fMj,recuUbXwPawSf7fMj,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recuUbXwPawSf7fMj,1937,김하은,PT1650-클립아트펜(네온)_바질,,협력사,,,Product Parts,
SSU001938,,PT1664-클립아트펜(네온)_시트러스,판매가능,김하은,협력사 리뉴얼 완료되어 판매 재개합니다. (유광 표면 > 매트 표면으로 리뉴얼되었습니다),클립 아트펜,CLIP,2025.12.23 4:50오후,,2025.12.23,2026.9.3,recj6GOxCSOJeAzUD,recj6GOxCSOJeAzUD,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recj6GOxCSOJeAzUD,1938,김하은,PT1664-클립아트펜(네온)_시트러스,,협력사,,,Product Parts,
SSU001939,,PT0712-내추럴노트_커버_그레이,일시품절,김민지,재고부족으로 일시품절입니다.,내추럴 노트,NTRN,2025.12.23 5:04오후,2026.1.6 4:37오후,2025.12.23,2026.1.5,rec5pn661J4iRslXl,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=rec5pn661J4iRslXl,1939,김민지,PT0712-내추럴노트_커버_그레이,,신시어리,,,Product Parts,
SSU001940,,PT2839-프라우드메모패드_커버_블랙,판매가능,김민지,26년 1월 2일 500개 입고 예정으로 품절해지 합니다.,프라우드 메모패드,PMPB,2025.12.23 5:05오후,,2025.12.23,2026.9.3,reciLd1QOs3R44qmB,reciLd1QOs3R44qmB,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=reciLd1QOs3R44qmB,1940,김민지,PT2839-프라우드메모패드_커버_블랙,,신시어리,,,Product Parts,
SSU001941,,PT1753-프라우드투톤명함지갑_블랙,판매가능,김민지,26년 1월 2일 500개 입고 예정으로 품절해지 합니다.,프라우드 투톤 명함지갑,TWTO,2025.12.23 5:05오후,2026.8.6 4:27오후,2025.12.23,2026.8.5,rec0X6iDXVBr6htf7,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=rec0X6iDXVBr6htf7,1941,김민지,PT1753-프라우드투톤명함지갑_블랙,,신시어리,,,Product Parts,
SSU001942,checked,PT4768-EVA파우치(전용)_반투명,판매가능,김하은,재입고 완료,"브랜디드 타월, 아트워크 타월","BDTW, AWTW",2025.12.23 5:45오후,2026.4.16 10:55오전,2025.12.23,2026.4.15,rect0niXMMcIpvLJB,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=rect0niXMMcIpvLJB,1942,김하은,PT4768-EVA파우치(전용)_반투명,,신시어리,,,Package Parts,
SSU001943,,,일시품절,육승미,"제품 리뉴얼 예정, 화이트 기존 재고 소진으로 품절처리합니다.
- 리뉴얼 사항 : 살균램프 -> LED 램프로 변경, 패키지 변경, 단가 변경 (기물 외관은 변경되지 않음)
- 12월말~1월 초 세부사항 확인 가능, 1월 중순 이후 리뉴얼 제품 운영 시작",,,2025.12.24 2:42오후,2026.3.10 11:02오전,2025.12.24,2026.3.9,,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,1943,육승미,,졸업공지,,,,,
SSU001944,,PT5103-킵세이프마그넷배터리MAX(10000mAh),일시품절,김민정,재고 소진으로 일시품절 처리합니다. 입고 예정일은 1월말입니다.,킵세이프 마그넷 배터리 Max,KSBM,2025.12.26 2:29오후,2026.1.14 3:24오후,2025.12.26,2026.1.13,rec0RNlypyOiGBqen,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=rec0RNlypyOiGBqen,1944,김민정,PT5103-킵세이프마그넷배터리MAX(10000mAh),,협력사,,,Product Parts,
SSU001945,,PT4710-브릭스탠드멀티충전스테이션_화이트,일시품절,김민정,"재고소진으로 일시품절 처리합니다.
1월 발주 예정이며, 3월 말 재입고 예정입니다.",브릭스탠드 멀티충전기,BSMC,2025.12.26 5:11오후,2026.2.9 10:27오전,2025.12.26,2026.2.8,recOEBHkwU1GJWNch,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recOEBHkwU1GJWNch,1945,김민정,PT4710-브릭스탠드멀티충전스테이션_화이트,,신시어리,,,Product Parts,
SSU001946,,PT1400-에디트캘린더_삼각대_블랙,품절예정,육승미,"에디트 캘린더 삼각대 블랙 색상은 600여개 재고 소진 후 품절됩니다. 회색 삼각대 6,600개분량 남아있으므로 회색 삼각대 소진 쪽으로 안내 부탁드립니다.",에디트 캘린더,EDCD,2025.12.29 10:07오전,,2025.12.29,2026.9.3,rec2WdHCbTSw83d6a,rec2WdHCbTSw83d6a,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=rec2WdHCbTSw83d6a,1946,육승미,PT1400-에디트캘린더_삼각대_블랙,협력사재고 확인 필요,생산,의도적품절,의도적_시즌종료,Product Parts,
SSU001947,,PT4756-마그넷케이블홀더_화이트,품절예정,김하은,현재고 약 200개 남아있습니다. 1월 말 재입고 예정으로 품절 예정 공지합니다.,아이콘 케이블홀더 세트,MGNC,2025.12.29 12:22오후,2025.12.30 1:44오후,2025.12.29,2025.12.29,rec8X82a3jxMO1491,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=rec8X82a3jxMO1491,1947,김하은,PT4756-마그넷케이블홀더_화이트,,신시어리,,,Product Parts,
SSU001948,,PT4796-밀크에코컵(레귤러)_화이트,판매가능,김하은,1/3 협력사 재고 재입고 예정으로 판매 재개합니다!,밀크 에코컵,MKEC,2025.12.29 5:28오후,2026.4.6 3:56오후,2025.12.29,2026.4.5,recux2CCJl0co5f7d,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recux2CCJl0co5f7d,1948,김하은,PT4796-밀크에코컵(레귤러)_화이트,,협력사,,,Product Parts,
SSU001949,,PT4756-마그넷케이블홀더_화이트,일시품절,김하은,체크파이널 예정인 건으로 재고 소진 (1월 말 재입고 예정),아이콘 케이블홀더 세트,MGNC,2025.12.30 1:44오후,2026.1.26 10:36오전,2025.12.30,2026.1.25,rec8X82a3jxMO1491,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=rec8X82a3jxMO1491,1949,김하은,PT4756-마그넷케이블홀더_화이트,,신시어리,,,Product Parts,
SSU001950,,PT4757-마그넷케이블홀더_블랙,일시품절,김하은,체크파이널 예정인 건으로 재고 소진 (1월 말 재입고 예정),아이콘 케이블홀더 세트,MGNC,2025.12.30 1:44오후,2026.1.26 10:37오전,2025.12.30,2026.1.25,recQiCcOH05b9yEAq,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recQiCcOH05b9yEAq,1950,김하은,PT4757-마그넷케이블홀더_블랙,,신시어리,,,Product Parts,
SSU001951,,PT1197-스펙트럼컬러펜(블랙잉크)_화이트,품절예정,김하은,현재 판매 가능 재고 약 400개 이며 협력사 재고 품절로 재입고 일정 1월 말로 예상됩니다!,스펙트럼 컬러펜,SPCP,2025.12.30 3:15오후,2026.2.9 4:49오후,2025.12.30,2026.2.8,recTiKzzGrAWA7L9o,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recTiKzzGrAWA7L9o,1951,김하은,PT1197-스펙트럼컬러펜(블랙잉크)_화이트,,신시어리,,,Product Parts,
SSU001952,,PT1800-샤쉐향(화이트타임/구화이트티앤타임),판매가능,김하은,차주 초 재입고 예정으로 판매 재개합니다 :),"페이퍼 샤쉐, 프리미엄 린넨샤쉐","PSCH, LSCH",2026.1.2 9:54오전,,2026.1.2,2026.9.3,reclcMHTVrO7WI07M,reclcMHTVrO7WI07M,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=reclcMHTVrO7WI07M,1952,김하은,PT1800-샤쉐향(화이트타임/구화이트티앤타임),,신시어리,,,Product Parts,
SSU001953,checked,PT1779-골프공(타이틀리스트프로V1),일시품절,김하은,1월 총판 재입고 물량이 빠르게 소진되어 2월 재입고 예정입니다.,"프레젠트 골프공 3구, 에디션 골프공 & 볼마커 6구 세트","PSGB, EDGB",2026.1.5 3:44오후,2026.2.2 3:02오후,2026.1.5,2026.2.1,recxX7s4YC82Xb4xc,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recxX7s4YC82Xb4xc,1953,김하은,PT1779-골프공(타이틀리스트프로V1),,신시어리,,,Product Parts,
SSU001954,,PT4696-킵세이프마그넷배터리2.0,품절예정,김하은,"협력사 재고 2~3월 중 입고 예정이며, 현재 판매 가능 재고 약 290개 입니다.",킵세이프 마그넷 배터리 Slim,KSMB,2026.1.6 11:46오전,2026.1.29 11:05오전,2026.1.6,2026.1.28,recPmfR02B6XZ57rJ,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recPmfR02B6XZ57rJ,1954,김하은,PT4696-킵세이프마그넷배터리2.0,,신시어리,,,Product Parts,
SSU001955,,PT0832-레더스킨다이어리_그레이,판매가능,김민지,실재고 확인 완료되어 판매 가능합니다.,레더스킨 다이어리,LSKD,2026.1.6 4:30오후,2026.1.7 9:26오전,2026.1.6,2026.1.6,rec0qhXEO8UTVYp27,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=rec0qhXEO8UTVYp27,1955,김민지,PT0832-레더스킨다이어리_그레이,,신시어리,,,Product Parts,
SSU001956,,PT0833-레더스킨다이어리_블랙,판매가능,김민지,재고 생산 완료되어 판매 가능합니다.,레더스킨 다이어리,LSKD,2026.1.6 4:36오후,2026.2.12 4:26오후,2026.1.6,2026.2.11,recUFmvu3f10hWB6R,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recUFmvu3f10hWB6R,1956,김민지,PT0833-레더스킨다이어리_블랙,,신시어리,,,Product Parts,
SSU001957,,PT0712-내추럴노트_커버_그레이,판매가능,김민지,재고생산완료되어 판매가능합니다.,내추럴 노트,NTRN,2026.1.6 4:37오후,,2026.1.6,2026.9.3,rec5pn661J4iRslXl,rec5pn661J4iRslXl,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=rec5pn661J4iRslXl,1957,김민지,PT0712-내추럴노트_커버_그레이,,신시어리,,,Product Parts,
SSU001958,,PT4882-시그니처다이어리(2합)_블랙,판매가능,김민지,재고생산완료되어 판매가능합니다.,시그니처 다이어리,SGND,2026.1.6 4:37오후,2026.1.30 9:55오전,2026.1.6,2026.1.29,recSmAuq9mBaXOOU9,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recSmAuq9mBaXOOU9,1958,김민지,PT4882-시그니처다이어리(2합)_블랙,,신시어리,,,Product Parts,
SSU001959,checked,PT0832-레더스킨다이어리_그레이,품절예정,김민지,PNA38081-서울시교육청 300개 건 확정되어 품절 예정입니다.,레더스킨 다이어리,LSKD,2026.1.7 9:26오전,2026.1.7 1:15오후,2026.1.7,2026.1.6,rec0qhXEO8UTVYp27,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=rec0qhXEO8UTVYp27,1959,김민지,PT0832-레더스킨다이어리_그레이,,신시어리,,,Product Parts,
SSU001960,,,일시품절,육승미,협력사 재고 일시 품절 (재입고 3~4월 예정),,,2026.1.7 12:10오후,2026.2.6 1:50오후,2026.1.7,2026.2.5,,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,1960,육승미,,,,,,,
SSU001961,,,제품 철수(졸업),육승미,협력사 재고 일시 품절 (재입고 3~4월 예정),,,2026.1.7 12:10오후,2026.4.24 4:57오후,2026.1.7,2026.4.23,,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,1961,육승미,,,,,,,
SSU001962,,,일시품절,육승미,협력사 재고 일시 품절 (재입고 3~4월 예정),,,2026.1.7 12:11오후,2026.2.6 1:51오후,2026.1.7,2026.2.5,,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,1962,육승미,,,,,,,
SSU001963,,PT0832-레더스킨다이어리_그레이,의도적 품절,김민지,"재고 효율성을 고려하여 그레이 다이어리는 슬로건/시그니처 2종으로만 운영하며, 추가 생산 계획 미정",레더스킨 다이어리,LSKD,2026.1.7 1:15오후,,2026.1.7,2026.9.3,rec0qhXEO8UTVYp27,rec0qhXEO8UTVYp27,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=rec0qhXEO8UTVYp27,1963,김민지,PT0832-레더스킨다이어리_그레이,,신시어리,의도적품절,의도적_재고효율화,Product Parts,
SSU001964,checked,,판매가능,김하은,실크인쇄로 판매재개,,,2026.1.7 1:48오후,2026.2.26 2:49오후,2026.1.7,2026.2.25,,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,1964,김하은,,,,,,,
SSU001965,checked,,일시품절,김하은,대체 협력사 확정 전까지 360도 UV인쇄 제작 불가,,,2026.1.7 1:51오후,2026.3.3 3:36오후,2026.1.7,2026.3.2,,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,1965,김하은,,협력사 변경 예정,,,,,
SSU001966,,PT2773-리틀빅리유저블컵_아이보리,일시품절,김민지,협력사의 원료사에서 요구하는 매입 조건 협의가 안되고 있어 현재 제작이 딜레이 되고 있습니다. 추가적으로 일정 확인 되면 바로 공유 드리겠습니다.,리틀빅 리유저블컵,LTBR,2026.1.8 10:43오전,2026.3.3 5:13오후,2026.1.8,2026.3.2,rec1pNuRl6yxvk8TT,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=rec1pNuRl6yxvk8TT,1966,김민지,PT2773-리틀빅리유저블컵_아이보리,협력사재고 확인 필요,협력사,,,Product Parts,
SSU001967,,PT4729-커넥트6in1케이블키트_본품,일시품절,김하은,체크파이널 인입건으로 재고 소진,커넥트 6in1 케이블키트,CCKT,2026.1.8 11:05오전,2026.1.21 4:23오후,2026.1.8,2026.1.20,recRURO1zNSUQS3P6,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recRURO1zNSUQS3P6,1967,김하은,PT4729-커넥트6in1케이블키트_본품,,신시어리,,,Product Parts,
SSU001968,,,품절예정,김하은,"재고 약 200개 남아있으며, 리뉴얼 예정으로 기존 재고는 재입고 예정 없음.",,,2026.1.8 12:00오후,2026.1.29 4:34오후,2026.1.8,2026.1.28,,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,1968,김하은,,,,,,,
SSU001969,,PT1201-스펙트럼컬러펜(블랙잉크)_블랙,품절예정,김하은,현재고 약 550개 남아있으며 협력사 재입고 일정 1월말~2월 초 입니다.,스펙트럼 컬러펜,SPCP,2026.1.8 1:57오후,2026.1.9 6:14오후,2026.1.8,2026.1.8,recgA7U5C3Y1CO0ks,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recgA7U5C3Y1CO0ks,1969,김하은,PT1201-스펙트럼컬러펜(블랙잉크)_블랙,,신시어리,,,Product Parts,
SSU001970,,PT1223-스펙트럼컬러펜(블랙잉크)_오렌지,일시품절,김하은,협력사 재고 품절 (1월 말 ~ 2월 초 입고 예정),스펙트럼 컬러펜,SPCP,2026.1.8 2:05오후,2026.2.10 10:47오전,2026.1.8,2026.2.9,recVV2xB5vl3efEgB,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recVV2xB5vl3efEgB,1970,김하은,PT1223-스펙트럼컬러펜(블랙잉크)_오렌지,,협력사,,,Product Parts,
SSU001971,,PT1203-스펙트럼컬러펜(컬러잉크)_오렌지,일시품절,김하은,협력사 재고 품절 (재입고 예정 미정),스펙트럼 컬러펜,SPCP,2026.1.8 2:05오후,2026.3.23 3:11오후,2026.1.8,2026.3.22,rec1ZQ7lwvGYQTnCg,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=rec1ZQ7lwvGYQTnCg,1971,김하은,PT1203-스펙트럼컬러펜(컬러잉크)_오렌지,,협력사,,,Product Parts,
SSU001972,,PT1214-스펙트럼컬러펜(컬러잉크)_파스텔퍼플,일시품절,김하은,협력사 재고 품절 (재입고 일정 미정),스펙트럼 컬러펜,SPCP,2026.1.8 2:07오후,2026.3.23 3:10오후,2026.1.8,2026.3.22,recIx9x0ydqTdnIeA,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recIx9x0ydqTdnIeA,1972,김하은,PT1214-스펙트럼컬러펜(컬러잉크)_파스텔퍼플,,협력사,,,Product Parts,
SSU001973,,PT3353-메시지캐리어파우치_매트블랙,판매가능,김하은,"매트블랙 옵션도 판매재개합니다 (재고 500개 가능), 다만 실버 재고 소진이 우선이어서 품절 예정으로 공지합니다!",메시지 캐리어 파우치,MSGC,2026.1.8 3:38오후,2026.4.20 2:34오후,2026.1.8,2026.4.19,recaSvDfs8zsNZ3Fz,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recaSvDfs8zsNZ3Fz,1973,김하은,PT3353-메시지캐리어파우치_매트블랙,의도적,신시어리,,,Product Parts,
SSU001974,,PT4763-파워업PD충전기_화이트,품절예정,김하은,재고 약 450개 남아있습니다 (3월 재입고 예정),파워업 PD 충전기 65W,PUPD,2026.1.8 4:02오후,2026.1.21 4:46오후,2026.1.8,2026.1.20,recKpHD9Lj9DtGNyT,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recKpHD9Lj9DtGNyT,1974,김하은,PT4763-파워업PD충전기_화이트,,신시어리,,,Product Parts,
