movement_id,이슈카테고리,입하예정일,실제입하일,프로젝트_발주자,출하장소,project_name,item (통합) (from order),이동수량_예정,입하수량,검수수량,불량수량_샘플링검수,재제작/추가제작,운영이슈내용(by물류),운영이슈개선여부,운영이슈개선방안_SCM,수량이슈내용,수량이슈대응방안_SCM,품질이슈내용구분,품질이슈대응필요여부,품질이슈내용,품질등급최초판정,품질등급의견_SCM,품질등급의견판단사유_SCM,품질이슈대응방안_SCM,이슈발생_Report,대표품목 계정구분 (from task)
MM00168147,품질이슈,2025.11.24,2025.11.20,남인호,신시어리웨일즈 주식회사,PNA36235-국민건강보험공단,"테크미니파우치, 테크미니파우치, UV",148,156,156,,,,,,,,인쇄 (인쇄 퀄리티 수준),대응 필요,"인쇄번짐3개는 c급 불량으로 입고 어렵습니다.
추가로 
1. 4번째 이미지정도의 텍스트 흰색배경은 허용범위로 보면 될지 
2. 마지막 이미지에서 '인' 옆으로 하얗게 선이 가늘게 가는것도 허용범위로 보면 될지
위 두가지 확인 부탁드립니다.
",C급,C급,"인쇄번짐3개는 c급 불량으로 입고 어렵습니다.
> 재제작 하겠습니다.

1. 4번째 이미지정도의 텍스트 흰색배경은 허용범위로 보면 될지
>해당 제품은 고정이 어려워 인쇄시 살짝 흔들림으로 인해 발생하는 불가피한 이슈입니다. 생산 전에 화이트컬러 위치 조정하였지만.. 어쩔수 없이 발생한 부분이며, 허용범위 이내로 봐주시면 됩니다.

2. 마지막 이미지에서 '인' 옆으로 하얗게 선이 가늘게 가는것도 허용범위로 보면 될지 위 두가지 확인 부탁드립니다.
위 사유와 동일하며 허용 범위로 봐주시면 됩니다.",재제작,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recet1yYL0FbywfU3,8.수익
MM00170403,품질이슈,2025.11.24,2025.11.24,김민지,주식회사 디자인오엔,PNA36915-자이크론,"내추럴노트_커버, 내추럴노트, 성책, 내추럴노트_내지(무지.줄), 색박(음각), 내추럴노트_가름끈, 실크, OPP",202,202,202,,,,,,,,"패키지 (패키지&부자재 파손, 오염 등) ",대응 필요,"추가적인 임가공없이 출고되는 건이나 과업지시서 상 존재하는 opp 임가공이 되어 있지 않은 상태로 입하되었습니다.
또한 구겨짐 및 지워지지 않는 오염 1개 발생 확인되었습니다.
확인 부탁드립니다.",C급,C급,"협력사 측 opp 임가공 누락
내지 : 심한 구겨짐 및 본드자국 다수 발견

디자인오엔에서 내지 첫장 검수 후 opp 임가공하여 입고 예정입니다.",재제작,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recveQt8yCfK0yoxS,8.수익
MM00172232,품질이슈,2025.11.24,2025.11.20,김민지,(주)아이아트텍스,PNA36265-한림대학교의료원(스포츠타월),"액티브스포츠타월, 액티브스포츠타월(원단), 이염방지페이퍼(스포츠타월), 전사, 타월스트랩(커스텀인쇄), 전사",272,272,20,20,,,,,,,시안 (색상 일치도),대응 필요,"시안(회색)  대비 초록빛의 카키색으로 출력되었습니다.
잿빛계열로 색상차 발생할 수 있으나 실물과 시안의 색생차가 커 이슈설정 합니다.",C급,C급,시안 cmyk 값 설정이 잘못되어 있어 인쇄물 컬러가 다르게 나왔음. 신시어리 비용으로 재제작 예정 전량 폐기,재제작,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recDPKcDFGy1brKXw,5.상품
MM00172457,품질이슈,2025.11.24,2025.11.21,이난영,주식회사 모아패키지,PNA37199-노드플랜(구글),"싸바리뚜껑박스, 색박(음각), 싸바리뚜껑박스",132,132,30,30,,,,,,,"손상 (기스, 찍힘, 뜯어짐, 파힘)",대응 필요,"제품 윗면에 크고 작은 기스 발생 확인 되었습니다.
정상 입고 처리 여부 확인 부탁드립니다.",,B급,,"""납품후,후속대응""",https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recUYuFR6R4SVFGvT,5.상품
MM00169883,품질이슈,2025.11.21,2025.11.21,이난영,(주)청산인쇄,PNA36918-코드박스,"디자이너노트, 디자이너노트_커버(컬러플랜), 공박(양각), 디자이너노트_내지(무지)",1009,1010,30,1,,,,,,,"변형 (접힘, 눌림, 찌그러짐 자국)",대응 필요,눈에 띄는 구겨짐 발생한 제품 1개 확인되었습니다.,C급,C급,여분에서 대체하여 출고바랍니다.,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recAZtDP9dV4Yj4QA,5.상품
MM00171083,품질이슈,2025.11.21,2025.11.17,육승미,서울디지털인쇄협동조합,PNA36929-화이트큐브,띠지(S),118,118,100,,,,,,,,시안 (시안 일치도),대응 필요,시안과 과업지시서 상 존재하는 오시 1줄 없이 입하되었습니다.,C급,C급,"재작업 후 입고 예정입니다. 재작업 입고 건으로 mm 입고처리 부탁드립니다.
(이슈발생사유 : 협력사 재단사분이 새로 오셔서 작업 누락)",재제작,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recwn4Dbh7MWyJwsy,5.상품
MM00171798,품질이슈,2025.11.21,2025.11.21,이난영,주식회사 모아패키지,PNA36379-NCAI,"색박(음각), 싸바리뚜껑박스, 싸바리뚜껑박스",126,126,30,30,,,,,,,"손상 (기스, 찍힘, 뜯어짐, 파힘)",대응 불필요(공유 리포팅),제품에서 크고 작은 기스 발생 확인 되었으나 정상 입고 처리 하고자 합니다.,B급,B급,일부 기스 있어도 여분 26개 내에 대체 가능한 수준으로 이해했습니다. ,"""납품후,후속대응""",https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recfQz0o6GXGpw8Xu,5.상품
MM00172733,품질이슈,2025.11.21,2025.11.17,육승미,강천FNT,PNA37236-대한상공회의소인천인력개발원,"실크, 올데이텀블러(실크)",101,101,25,1,,,,,,,"손상 (기스, 찍힘, 뜯어짐, 파힘)",대응 불필요(공유 리포팅),"제품에서 찍힘 발생 확인되었습니다.
1mm 미만의 찍힘 1개로 정상 입고 처리하고자 합니다.",B급,B급,제품 특성으로 이미 고객 안내된 내용이며 추후에는 이슈 공유 없이 정상 입고 부탁드립니다.,정상입고,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recoDjAq7rH7SyPLm,8.수익
MM00173060,품질이슈,2025.11.21,2025.11.17,육승미,서울디지털인쇄협동조합,PNA36907-AIWEB,웰컴페이퍼,280,280,280,,,,,,,,인쇄 (인쇄 퀄리티 수준),대응 필요,"중앙정렬 이슈입니다.
중앙에서 왼쪽으로 치우져져 있는 이슈로 오차범위를 벗어난 것이 대부분입니다.
내일 출고 건이라 빠른 대응 부탁드립니다.",C급,C급,재제작분 내일 오전까지 입고 예정입니다. mm 생성 후 공유드리겠습니다,재제작,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recHvQDG3hRBBWcGz,8.수익
MM00172052,품질이슈,2025.11.20,2025.11.17,남인호,신시어리웨일즈 주식회사,PNA37051-와우컬처랩,"스펙트럼컬러펜(블랙잉크), UV",54,55,55,,,,,,,,"오염 (얼룩, 번짐, 잉크 튐, 그을림)",대응 불필요(공유 리포팅),"입하수량 55개 중에서 제품에서 지워지지 않는 오염 발생 1개 확인되었습니다.
정수량은 50개로 정상수량 54개 정상 입고 하고자 합니다.",C급,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recpU65lJinsRRciy,8.수익
MM00173005,품질이슈,2025.11.20,2025.11.20,김민지,신명인쇄,PNA37190-멘델스콜라아카데미,"아이콘펜(바디), 인쇄된아이콘펜, 실크",202,202,25,24,,,,,,,인쇄 (인쇄 퀄리티 수준),대응 필요,"Mendel의 l와 그 옆S가 인쇄번짐 또는 찌그러짐이 있습니다.
폰트사이즈도 작고 눈에 크게 띄지않아 입고처리하고자 하오니 더블 체크 부탁드립니다.
거의 전량 비슷한 퀄리티라 공유 후 진행하고자 합니다.",B급,B급,B급 으로 출고 부탁드립니다.,정상입고,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recNstJ67MF0YQo64,8.수익
MM00169393,품질이슈,2025.11.19,2025.11.11,이난영,(주)청산인쇄,PNA36260-핀휠,"페이퍼샤쉐, 페이퍼샤쉐",210,210,50,50,,,,,,,"오염 (얼룩, 번짐, 잉크 튐, 그을림)",대응 필요,"뒷장의 진한 색상 인쇄가 묻어 내부 오염 발생하였습니다.
정상 입고 처리 여부 확인 부탁드립니다.",,B급,임가공시 보이지 않는 내부쪽으로 정상 입고처리 부탁드립니다.,정상입고,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/reczxM4c54ibyQuqD,5.상품
MM00171873,품질이슈,2025.11.19,2025.11.14,남인호,신시어리웨일즈 주식회사,PNA37260-플러스닷,"챔피언피규어시상대세트(시상대), 챔피언피규어시상대세트, UV, 챔피언피규어시상대세트(판넬)",51,51,51,,,,,,,,인쇄 (인쇄 퀄리티 수준),대응 필요,"인쇄가 우상단으로 치우침 발생 확인되었습니다.
오차 범위 2mm 이내 이기는 하나 상하좌우 여백이 균등하지 않습니다.
정상 입고 처리 여부 확인 부탁드립니다.",,B급,해당건 추후 인쇄위치 다시 잡아보도록하겠습니다. 이번건은 B급 입고 부탁드립니다.,"""납품후,후속대응""",https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recTHsJ6UkMeVwZDp,8.수익
MM00173594,품질이슈,2025.11.19,2025.11.17,육승미,서울디지털인쇄협동조합,PNA36420-더좋은기획,웰컴페이퍼,118,118,118,,,,,,,,인쇄 (인쇄 퀄리티 수준),대응 불필요(공유 리포팅),"동일 프로젝트 간 색감 차이 발생 확인 되었습니다.
종이 재질의 차이로 인해 발생된 색감 차이로 판단되어 정상 입고 처리 하고자 합니다.
참고차 공유드립니다.",B급,A급,"확인 감사합니다. 정상입고 부탁드립니다.
",정상입고,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recwlC8CNfqmh5jQY,8.수익
MM00171456,품질이슈,2025.11.18,2025.11.18,김민지,신명인쇄,PNA36586-국립공원공단동부지역본부,"바스켓, 바스켓_리드, 실크",132,132,30,30,,,,,,,"오염 (얼룩, 번짐, 잉크 튐, 그을림)",대응 불필요(공유 리포팅),샘플링한 제품 전량에서 작은 흑점들이 발견되었습니다만 크게 눈에 띄지 않아 정상 입고 처리 하고자 합니다.,B급,B급,,정상입고,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recgTEBAMPy5IoJec,8.수익
MM00171731,품질이슈,2025.11.18,2025.11.14,남인호,신시어리웨일즈 주식회사,PNA35444-서울공예박물관,"아트워크레더다이어리_커버, UV, 아트워크레더다이어리",205,205,203,,,,,,,,인쇄 (인쇄 퀄리티 수준),대응 필요,"인쇄 영역에서 백점 확인 및 이염 발생 확인되었습니다.
백점의 경우 오차 범위 2mm 이내 이나 진한 색상에서 발생하여 눈에 띄고(사진 1,2) 밝은 색상에서 발생한 백점은 오차 범위 2mm를 넘습니다(사진 3).
정수량 200개에서 3개 부족합니다.",C급,C급,6개 재납품 예정,재제작,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/reciVSQcWN25SECZG,8.수익
MM00174174,품질이슈,2025.11.18,2025.11.18,김민지,와이이케이글래스주식회사,PNA36652-워드캣,"OPP, 주의사항표기서, 아크릴트레이, 인쇄된아크릴트레이, UV",28,28,28,,재제작,,,,,,"오염 (얼룩, 번짐, 잉크 튐, 그을림)",대응 필요,"재제작되어 입하된 제품에서도 오염 발생 확인되었습니다.
확인 부탁드립니다.",,B급,보호필름 스크레치로 B급 출고 됩니다.,정상입고,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recG0Ky0bKpnFfLaN,5.상품
MM00169326,품질이슈,2025.11.17,2025.11.11,김민지,(주)스타양행,PNA36442-웨어밸리,"드레스업손거울, 실크, 드레스업손거울",757,757,,,,,,,,,"오염 (얼룩, 번짐, 잉크 튐, 그을림)",대응 필요,"다영에서 임가공 중 인쇄 부분에 얼룩이 있는 것이 발견되었습다.
정수량에서 7개 부족입니다.
24일 출고 예정건으로 빠른 대응 부탁드립니다.",C급,C급,"7개 재제작하여 다영기획으로 직입고 / 잉크 조색 후 농도조절을 위해 살짝 말렸다가 잉크를 사용해야 하는데, 그 과정 없이 인쇄를 시작하여 처음 제작한 몇개의 인쇄 주변부가 번진듯하게 제작된 것으로 추정됨 , 제작가가 신입이라 최근 발생하는 이슈이고 검수를 통해 빼고 출고 되는데 이번건은 검수가 미흡했던것으로 확인)
다음건부터는 검수 확실하게 하여 출고 해주시기로 협의함.",재제작,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recZOnE1k0u9Ztx1L,5.상품
MM00170559,품질이슈,2025.11.17,2025.11.14,김민지,(주)홍기씨앤디,PNA36707-한국서부발전,"애드온뱃지, 애드온뱃지(자유형30x30이내5-7색)",101,101,102,,,,,,,,시안 (색상 일치도),대응 필요,"시안 상 캐릭터의 가방 색상이 연한갈색으로 표현되어 있으나 팬톤컬러 278은 하늘색이라서 제품은 모두 하늘색으로 인쇄되었습니다.
확인 부탁드립니다.",,C급,시안불일치로 재작업하겠습니다. 불량건은 일단 보관부탁드립니다.,재제작,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recsgItD8GAq2LBdF,5.상품
MM00171525,품질이슈,2025.11.17,2025.11.17,육승미,서울디지털인쇄협동조합,PNA36750-그라핀,슬리브(M),328,329,300,,,,,,,,시안 (시안 일치도),대응 필요,시안과 과업지시서 상 존재하는 로고 좌측의 오시 1줄 없이 입하되었습니다.,C급,C급,"회수 후 오시만 재작업 후 입고하겠습니다. 
해당건 입고처리 없이 재작업 건으로 입고 확인 부탁드립니다. ",재제작,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/reci5d5mV6IqkZtBn,8.수익
MM00171539,품질이슈,2025.11.17,2025.11.17,육승미,(주)이삭반도체,PNA36945-GPJ,"메시지캐리어파우치, 메시지캐리어파우치, UV, UV",101,102,102,,,,,,,,인쇄 (인쇄 퀄리티 수준),대응 필요,"후면 인쇄에서 번짐 발생 확인되었습니다.
번짐이 심하지 않으나 연한 산발적인 번짐으로 눈에 띄기에 정상 입고 처리 여부 확인 부탁드립니다.",B급,B급,"사진 정도 수준도 b급이나, 직접 조금 더 보수했습니다.
1개만 보수 테스트 샘플로 제가 수령하였고, 나머지 정상 입고 부탁드립니다.",정상입고,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/rec4OB863sAFlxKdK,"8.수익,8.수익"
MM00169205,품질이슈,2025.11.14,2025.11.14,남인호,신시어리웨일즈 주식회사,PNA36794-미래에셋자산운용,UV,51,53,51,,,,,,,,인쇄 (인쇄 퀄리티 수준),대응 필요,"전량에서 잉크 번짐 확인되었습니다.
연한 번짐: 26개
진한 번짐: 25개",C급,B급,보수후 재납품,"""납품후,후속대응""",https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recJpsFoN71eTIUFk,8.수익
MM00170473,품질이슈,2025.11.14,2025.11.14,김민지,와이이케이글래스주식회사,PNA36652-워드캣,"아크릴트레이, OPP, UV, 주의사항표기서, 인쇄된아크릴트레이",174,202,202,,,,,,,,"오염 (얼룩, 번짐, 잉크 튐, 그을림)",대응 필요,"보호 필름 오염과 내부 오염 발생 확인되었습니다.
정수량 200개에서 26개 부족합니다.",C급,C급,28개 재제작하여 입고 예정입니다.,재제작,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/rec70MPHRzQyJu2zi,5.상품
MM00170883,품질이슈,2025.11.14,2025.11.11,김민지,(주)아이아트텍스,PNA36786-네오다임(데이터브릭스),"액티브스포츠타월(원단), 액티브스포츠타월, 이염방지페이퍼(스포츠타월), 전사",202,202,202,,,,,,,,"오염 (얼룩, 번짐, 잉크 튐, 그을림)",대응 필요,이염으로 인한 오염 발생하였습니다.,B급,B급,입고팀에서 지워주셔서 B급 출고 가능할 수준으로 보입니다.,정상입고,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recytqt2ZZ0D17zd6,5.상품
MM00170993,품질이슈,2025.11.14,2025.11.13,육승미,강천FNT,PNA36631-브루커코리아,"단품박스, 클리어리유저블컵_바디(473ml), 클리어리유저블컵_리드(스트로우리드), UV실크",121,121,16,7,,,,,,,인쇄 (인쇄 퀄리티 수준),대응 필요,"인쇄가 꽉 채워 되지 못하여 부분적으로 비어있으나 크게 눈에 띄지 않아 B급으로 판단됩니다.
정상 입고 처리 여부 크로스 체크 부탁드립니다.",B급,B급,"일부 인쇄가 균일하게 되지 않은 부분이 있지만 실물 확인 후 b급 종결합니다
협력사에 주의 요청드리겠습니다",정상입고,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recx31p1BpGai1Qw4,8.수익
MM00171239,품질이슈,2025.11.14,2025.11.13,육승미,강천FNT,PNA37063-아르고스,"클리어리유저블컵, 클리어리유저블컵_리드(스탠다드리드), 클리어리유저블컵_바디(473ml), UV실크, 단품박스",102,102,16,2,,,,,,,인쇄 (인쇄 퀄리티 수준),대응 필요,인쇄가 꽉 채워지지 않아 비어보이게 인쇄되었습니다. 어두운 색 인쇄 건이라 더 눈에 띄는 듯 합니다.,C급,B급,"일부 인쇄가 균일하게 되지 않은 부분이 있지만 실물 확인 후 b급 종결합니다
협력사에 주의 요청드리겠습니다",정상입고,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/rec4wT7f6rZBugfpT,8.수익
MM00171411,품질이슈,2025.11.14,2025.11.12,김민지,개미기획,PNA36700-닐슨아이큐코리아,"컬러풀노트패드, 컬러풀노트패드, 실크",145,145,30,6,,,,,,,"손상 (기스, 찍힘, 뜯어짐, 파힘)",대응 불필요(공유 리포팅),"근래 입하되는 종이 제품의 재단이 고르지 못한 경우가 종종 확인됩니다.
흑색의 인쇄 묻어남은 입고팀에서 표본검수 건에 대해 지우개로 지워 정상 입고 처리 하였습니다.
참고차 공유드립니다.",B급,B급,,정상입고,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recsbPNKhx7nxTMYH,8.수익
MM00171240,품질이슈,2025.11.13,2025.11.12,남인호,신시어리웨일즈 주식회사,PNA37116-국립중앙의료원,"킵세이프마그넷배터리2.0, 킵세이프마그넷배터리2.0, UV",151,151,151,,,,,,,,인쇄 (인쇄 퀄리티 수준),대응 필요,"인쇄 번짐 1ea
인쇄 방향 1ea
불량 총 2ea발생하였으며, 정수량에서 1ea부족합니다.
임가공 중 발견 된 건이라 빠르게 대응 부탁 드립니다.",C급,C급,재제작 진행 하겠습니다.,재제작,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recPQJj0iGpWE6SjY,8.수익
